video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split,sync_offset,sync_confidence,sync_min_distance,n_tracks,sync_status,sync_error,crop_path,sync_score
id06470__00052_id00056_wavtolip__4f4944a329,id06470,id00056,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),men,00052_id00056_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/men/id06470,FakeVideo-FakeAudio/Asian (East)/men/id06470/00052_id00056_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/men/id06470/00052_id00056_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.905293941497803,6.9626617431640625,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06470__00052_id00056_wavtolip__4f4944a329/00000.avi,0.44732999748481117
id02508__00083_fake__b69a765a91,id02508,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00083_fake.mp4,RealVideo-FakeAudio/African/women/id02508,RealVideo-FakeAudio/African/women/id02508/00083_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02508/00083_fake.mp4,1,0,1,1,FAKE,train,-11.0,2.887448310852051,11.983597755432127,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02508__00083_fake__b69a765a91/00000.avi,0.9970290741738247
id00832__00078__ad2727166f,id00832,-,-,real,A,RealVideo-RealAudio,African,women,00078.mp4,RealVideo-RealAudio/African/women/id00832,RealVideo-RealAudio/African/women/id00832/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.mp4,1,0,0,0,REAL,train,2.0,5.9354634284973145,7.610598087310791,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00832__00078__ad2727166f/00000.avi,0.14732916088412906
id00694__00340__1b9d1358e9,id00694,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00340.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00694,RealVideo-RealAudio/Caucasian (European)/men/id00694/00340.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00694/00340.mp4,1,0,0,0,REAL,train,-1.0,5.7816162109375,8.960740089416504,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00694__00340__1b9d1358e9/00000.avi,0.46051492356085344
id05235__00052__12ea99b1ed,id05235,-,-,real,A,RealVideo-RealAudio,African,women,00052.mp4,RealVideo-RealAudio/African/women/id05235,RealVideo-RealAudio/African/women/id05235/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.mp4,1,0,0,0,REAL,train,0.0,6.406513690948486,7.975538730621338,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05235__00052__12ea99b1ed/00000.avi,0.18864136809929213
id00266__00470__863a01a8f9,id00266,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00470.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00266,RealVideo-RealAudio/Caucasian (European)/men/id00266/00470.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00266/00470.mp4,1,0,0,0,REAL,train,2.0,7.210520744323731,7.124905586242676,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00266__00470__863a01a8f9/00000.avi,0.29567353734657725
id00137__00025_fake__fb6c322340,id00137,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00025_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id00137,RealVideo-FakeAudio/Asian (East)/women/id00137/00025_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id00137/00025_fake.mp4,1,0,1,1,FAKE,train,11.0,2.887929916381836,12.026795387268066,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00137__00025_fake__fb6c322340/00000.avi,0.9972391301623258
id09181__00048__918499f4d7,id09181,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00048.mp4,RealVideo-RealAudio/Asian (East)/women/id09181,RealVideo-RealAudio/Asian (East)/women/id09181/00048.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id09181/00048.mp4,1,0,0,0,REAL,train,-1.0,6.971925735473633,7.334230422973633,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id09181__00048__918499f4d7/00000.avi,0.21263832759889686
id06065__00160__7939fac555,id06065,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00160.mp4,RealVideo-RealAudio/Asian (East)/women/id06065,RealVideo-RealAudio/Asian (East)/women/id06065/00160.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06065/00160.mp4,1,0,0,0,REAL,train,-2.0,5.42591667175293,8.446995735168457,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06065__00160__7939fac555/00000.avi,0.2637417219809737
id06591__00021_fake__6eeedc5ae5,id06591,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),men,00021_fake.mp4,RealVideo-FakeAudio/Asian (East)/men/id06591,RealVideo-FakeAudio/Asian (East)/men/id06591/00021_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id06591/00021_fake.mp4,1,0,1,1,FAKE,train,7.0,1.270033836364746,12.49689483642578,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06591__00021_fake__6eeedc5ae5/00000.avi,0.9319434734216668
id00021__00010_id00021_wavtolip__a38cf09c5b,id00021,id00021,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00010_id00021_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00021,FakeVideo-FakeAudio/Caucasian (American)/men/id00021/00010_id00021_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00021/00010_id00021_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,6.231801986694336,8.983026504516602,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00021__00010_id00021_wavtolip__a38cf09c5b/00000.avi,0.722518690738875
id07182__00040__c004691801,id07182,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00040.mp4,RealVideo-RealAudio/Asian (South)/men/id07182,RealVideo-RealAudio/Asian (South)/men/id07182/00040.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07182/00040.mp4,1,0,0,0,REAL,train,-2.0,3.661013603210449,9.928698539733888,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07182__00040__c004691801/00000.avi,0.2912092767670278
id00945__00107_fake__43cc4dff59,id00945,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00107_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id00945,RealVideo-FakeAudio/Caucasian (American)/men/id00945/00107_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00945/00107_fake.mp4,1,0,1,1,FAKE,train,-7.0,0.5405235290527344,13.665131568908691,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00945__00107_fake__43cc4dff59/00000.avi,0.9736980178284972
id00225__00078_id00185_1lsgwpwnl1m_id00559_wavtolip__bad82a6800,id00225,id00185,id00559,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00078_id00185_1lsGWpwnl1M_id00559_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00225,FakeVideo-FakeAudio/Caucasian (European)/men/id00225/00078_id00185_1lsGWpwnl1M_id00559_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00225/00078_id00185_1lsGWpwnl1M_id00559_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.611990928649902,6.252234935760498,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00225__00078_id00185_1lsgwpwnl1m_id00559_wavtolip__bad82a6800/00000.avi,0.38603598453445837
id01052__00076_fake__def790c397,id01052,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (European),men,00076_fake.mp4,RealVideo-FakeAudio/Caucasian (European)/men/id01052,RealVideo-FakeAudio/Caucasian (European)/men/id01052/00076_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (European)/men/id01052/00076_fake.mp4,1,0,1,1,FAKE,train,15.0,2.3983726501464844,13.210330963134766,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01052__00076_fake__def790c397/00000.avi,0.9998917004296196
id02807__00032__702e20b7a6,id02807,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00032.mp4,RealVideo-RealAudio/Asian (East)/women/id02807,RealVideo-RealAudio/Asian (East)/women/id02807/00032.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id02807/00032.mp4,1,0,0,0,REAL,train,-1.0,6.751702785491943,7.507643699645996,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02807__00032__702e20b7a6/00000.avi,0.21226145984428543
id00594__00005_id00694_wavtolip__b1960637a1,id00594,id00694,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00005_id00694_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00594,FakeVideo-FakeAudio/Caucasian (European)/men/id00594/00005_id00694_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00594/00005_id00694_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.083211898803711,6.589791297912598,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00594__00005_id00694_wavtolip__b1960637a1/00000.avi,0.35378763814960484
id01452__00001__f8d2f58f3c,id01452,-,-,real,A,RealVideo-RealAudio,African,men,00001.mp4,RealVideo-RealAudio/African/men/id01452,RealVideo-RealAudio/African/men/id01452/00001.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.mp4,1,0,0,0,REAL,train,-3.0,4.705622673034668,8.24061107635498,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01452__00001__f8d2f58f3c/00000.avi,0.1341805974945997
id01610__00090__f683538f3c,id01610,-,-,real,A,RealVideo-RealAudio,African,men,00090.mp4,RealVideo-RealAudio/African/men/id01610,RealVideo-RealAudio/African/men/id01610/00090.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.mp4,1,0,0,0,REAL,train,-2.0,6.575918197631836,7.706464767456055,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01610__00090__f683538f3c/00000.avi,0.32379895038551704
id00241__00015_id00063_cvzbxc2rjpm_id00594_wavtolip__d062864238,id00241,id00063,id00594,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00241,FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,6.857542514801025,7.76619291305542,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00241__00015_id00063_cvzbxc2rjpm_id00594_wavtolip__d062864238/00000.avi,0.43573601628856196
id00761__00072__b4b3818c55,id00761,-,-,real,A,RealVideo-RealAudio,African,men,00072.mp4,RealVideo-RealAudio/African/men/id00761,RealVideo-RealAudio/African/men/id00761/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00761/00072.mp4,1,0,0,0,REAL,train,0.0,6.190739631652832,8.232251167297363,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00761__00072__b4b3818c55/00000.avi,0.21171893166372704
id04222__00078__bfc1640a83,id04222,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00078.mp4,RealVideo-RealAudio/Asian (East)/men/id04222,RealVideo-RealAudio/Asian (East)/men/id04222/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04222/00078.mp4,1,0,0,0,REAL,train,-1.0,5.562636375427246,7.936355590820312,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04222__00078__bfc1640a83/00000.avi,0.10155401261356616
id00694__00340_id00265_dzq57foxxr4__6c5b2085cc,id00694,id00265,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00340_id00265_dZq57FoxXR4.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00694,FakeVideo-RealAudio/Caucasian (European)/men/id00694/00340_id00265_dZq57FoxXR4.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00694/00340_id00265_dZq57FoxXR4.mp4,1,1,0,1,FAKE,train,-1.0,4.789934158325195,9.104387283325195,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00694__00340_id00265_dzq57foxxr4__6c5b2085cc/00000.avi,0.22378700454258227
id09171__00092__8fcaa380eb,id09171,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00092.mp4,RealVideo-RealAudio/Asian (East)/women/id09171,RealVideo-RealAudio/Asian (East)/women/id09171/00092.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id09171/00092.mp4,1,0,0,0,REAL,train,-2.0,6.595682144165039,8.060142517089844,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id09171__00092__8fcaa380eb/00000.avi,0.4717570982060629
id00568__00384__41551f6cde,id00568,-,-,real,A,RealVideo-RealAudio,African,women,00384.mp4,RealVideo-RealAudio/African/women/id00568,RealVideo-RealAudio/African/women/id00568/00384.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,1,0,0,0,REAL,train,0.0,5.674144744873047,8.946681022644043,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00568__00384__41551f6cde/00000.avi,0.30986449843948427
id03168__03168_2_id06269_wavtolip__e0d91be479,id03168,2,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),men,03168_2_id06269_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/men/id03168,FakeVideo-FakeAudio/Asian (East)/men/id03168/03168_2_id06269_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/men/id03168/03168_2_id06269_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,8.196207046508789,6.690470218658447,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03168__03168_2_id06269_wavtolip__e0d91be479/00000.avi,0.43014954395619237
id01589__00017__e3aa519ce5,id01589,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00017.mp4,RealVideo-RealAudio/Asian (East)/men/id01589,RealVideo-RealAudio/Asian (East)/men/id01589/00017.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01589/00017.mp4,1,0,0,0,REAL,train,0.0,4.767538547515869,7.533767223358154,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01589__00017__e3aa519ce5/00000.avi,0.012141499411973245
id05631__00073_id09174_wavtolip__374d543b19,id05631,id09174,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00073_id09174_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id05631,FakeVideo-FakeAudio/Asian (East)/women/id05631/00073_id09174_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id05631/00073_id09174_wavtolip.mp4,1,1,1,1,FAKE,val,-2.0,7.87673807144165,6.7395219802856445,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05631__00073_id09174_wavtolip__374d543b19/00000.avi,0.34836431303648596
id01637__00002_id00166_wavtolip__6b5f61bedd,id01637,id00166,-,wav2lip,C,FakeVideo-RealAudio,African,men,00002_id00166_wavtolip.mp4,FakeVideo-RealAudio/African/men/id01637,FakeVideo-RealAudio/African/men/id01637/00002_id00166_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01637/00002_id00166_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,6.288266181945801,7.726784706115723,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01637__00002_id00166_wavtolip__6b5f61bedd/00000.avi,0.2521376062779259
id02051__00015_id01236_wavtolip__8ab2ebbcf0,id02051,id01236,-,wav2lip,D,FakeVideo-FakeAudio,African,men,00015_id01236_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id02051,FakeVideo-FakeAudio/African/men/id02051/00015_id01236_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id02051/00015_id01236_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,9.08344268798828,5.9054975509643555,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02051__00015_id01236_wavtolip__8ab2ebbcf0/00000.avi,0.39703526090698527
id04245__00072_fake__aeeee42a08,id04245,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00072_fake.mp4,RealVideo-FakeAudio/African/women/id04245,RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4,1,0,1,1,FAKE,train,-11.0,0.723301887512207,13.068082809448242,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04245__00072_fake__aeeee42a08/00000.avi,0.9914065984942486
id02617__00028__3d04521bc2,id02617,-,-,real,A,RealVideo-RealAudio,African,women,00028.mp4,RealVideo-RealAudio/African/women/id02617,RealVideo-RealAudio/African/women/id02617/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,1,0,0,0,REAL,train,1.0,5.793848991394043,8.198599815368652,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02617__00028__3d04521bc2/00000.avi,0.19341672462786969
id07236__00143_id07051_d1c0pl2ap_4_id01026_wavtolip__e64253d6ef,id07236,id07051,id01026,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id07236,FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.703166007995605,6.621827125549316,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07236__00143_id07051_d1c0pl2ap_4_id01026_wavtolip__e64253d6ef/00000.avi,0.2578347815345499
id00062__00278__4dd67c14c5,id00062,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00278.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00062,RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.mp4,1,0,0,0,REAL,train,2.0,7.678721904754639,7.115720272064209,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00062__00278__4dd67c14c5/00000.avi,0.43620807657045074
id07051__00083__0143b7cab5,id07051,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00083.mp4,RealVideo-RealAudio/Asian (South)/women/id07051,RealVideo-RealAudio/Asian (South)/women/id07051/00083.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07051/00083.mp4,1,0,0,0,REAL,val,1.0,5.731234550476074,8.868537902832031,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07051__00083__0143b7cab5/00000.avi,0.4058093224485927
id00732__00118_id07233_wavtolip__ba15fb3830,id00732,id07233,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id07233_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id00732,FakeVideo-FakeAudio/Asian (South)/men/id00732/00118_id07233_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id00732/00118_id07233_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,5.324563980102539,8.040855407714844,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00732__00118_id07233_wavtolip__ba15fb3830/00000.avi,0.13614774146949943
id00841__00078_id00291_wavtolip__7d3a81fabc,id00841,id00291,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00078_id00291_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/women/id00841,FakeVideo-RealAudio/Caucasian (American)/women/id00841/00078_id00291_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00841/00078_id00291_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,8.701642990112305,7.084329128265381,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00841__00078_id00291_wavtolip__7d3a81fabc/00000.avi,0.7427194731848671
