video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split
id00241__00015_id00063_cvzbxc2rjpm_id00594_wavtolip__d062864238,id00241,id00063,id00594,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00241,FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00063_cVZBXC2rjPM_id00594_wavtolip.mp4,1,1,1,1,FAKE,train
id00761__00072__b4b3818c55,id00761,-,-,real,A,RealVideo-RealAudio,African,men,00072.mp4,RealVideo-RealAudio/African/men/id00761,RealVideo-RealAudio/African/men/id00761/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00761/00072.mp4,1,0,0,0,REAL,train
id04222__00078__bfc1640a83,id04222,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00078.mp4,RealVideo-RealAudio/Asian (East)/men/id04222,RealVideo-RealAudio/Asian (East)/men/id04222/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04222/00078.mp4,1,0,0,0,REAL,train
id00694__00340_id00265_dzq57foxxr4__6c5b2085cc,id00694,id00265,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00340_id00265_dZq57FoxXR4.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00694,FakeVideo-RealAudio/Caucasian (European)/men/id00694/00340_id00265_dZq57FoxXR4.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00694/00340_id00265_dZq57FoxXR4.mp4,1,1,0,1,FAKE,train
id09171__00092__8fcaa380eb,id09171,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00092.mp4,RealVideo-RealAudio/Asian (East)/women/id09171,RealVideo-RealAudio/Asian (East)/women/id09171/00092.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id09171/00092.mp4,1,0,0,0,REAL,train
id00568__00384__41551f6cde,id00568,-,-,real,A,RealVideo-RealAudio,African,women,00384.mp4,RealVideo-RealAudio/African/women/id00568,RealVideo-RealAudio/African/women/id00568/00384.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,1,0,0,0,REAL,train
id03168__03168_2_id06269_wavtolip__e0d91be479,id03168,2,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),men,03168_2_id06269_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/men/id03168,FakeVideo-FakeAudio/Asian (East)/men/id03168/03168_2_id06269_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/men/id03168/03168_2_id06269_wavtolip.mp4,1,1,1,1,FAKE,train
id01589__00017__e3aa519ce5,id01589,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00017.mp4,RealVideo-RealAudio/Asian (East)/men/id01589,RealVideo-RealAudio/Asian (East)/men/id01589/00017.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01589/00017.mp4,1,0,0,0,REAL,train
id05631__00073_id09174_wavtolip__374d543b19,id05631,id09174,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00073_id09174_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id05631,FakeVideo-FakeAudio/Asian (East)/women/id05631/00073_id09174_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id05631/00073_id09174_wavtolip.mp4,1,1,1,1,FAKE,val
id01637__00002_id00166_wavtolip__6b5f61bedd,id01637,id00166,-,wav2lip,C,FakeVideo-RealAudio,African,men,00002_id00166_wavtolip.mp4,FakeVideo-RealAudio/African/men/id01637,FakeVideo-RealAudio/African/men/id01637/00002_id00166_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01637/00002_id00166_wavtolip.mp4,1,1,0,1,FAKE,train
id02051__00015_id01236_wavtolip__8ab2ebbcf0,id02051,id01236,-,wav2lip,D,FakeVideo-FakeAudio,African,men,00015_id01236_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id02051,FakeVideo-FakeAudio/African/men/id02051/00015_id01236_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id02051/00015_id01236_wavtolip.mp4,1,1,1,1,FAKE,train
id04245__00072_fake__aeeee42a08,id04245,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00072_fake.mp4,RealVideo-FakeAudio/African/women/id04245,RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake.mp4,1,0,1,1,FAKE,train
id02617__00028__3d04521bc2,id02617,-,-,real,A,RealVideo-RealAudio,African,women,00028.mp4,RealVideo-RealAudio/African/women/id02617,RealVideo-RealAudio/African/women/id02617/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,1,0,0,0,REAL,train
id07236__00143_id07051_d1c0pl2ap_4_id01026_wavtolip__e64253d6ef,id07236,id07051,id01026,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id07236,FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07051_d1c0Pl2aP_4_id01026_wavtolip.mp4,1,1,1,1,FAKE,train
id00062__00278__4dd67c14c5,id00062,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00278.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00062,RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.mp4,1,0,0,0,REAL,train
id07051__00083__0143b7cab5,id07051,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00083.mp4,RealVideo-RealAudio/Asian (South)/women/id07051,RealVideo-RealAudio/Asian (South)/women/id07051/00083.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07051/00083.mp4,1,0,0,0,REAL,val
id00732__00118_id07233_wavtolip__ba15fb3830,id00732,id07233,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00118_id07233_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id00732,FakeVideo-FakeAudio/Asian (South)/men/id00732/00118_id07233_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id00732/00118_id07233_wavtolip.mp4,1,1,1,1,FAKE,train
id00841__00078_id00291_wavtolip__7d3a81fabc,id00841,id00291,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00078_id00291_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/women/id00841,FakeVideo-RealAudio/Caucasian (American)/women/id00841/00078_id00291_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00841/00078_id00291_wavtolip.mp4,1,1,0,1,FAKE,train
id08402__00092__61b54b11fa,id08402,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00092.mp4,RealVideo-RealAudio/Asian (East)/women/id08402,RealVideo-RealAudio/Asian (East)/women/id08402/00092.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id08402/00092.mp4,1,0,0,0,REAL,train
id07901__00040__1dbdae5c1a,id07901,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00040.mp4,RealVideo-RealAudio/Asian (East)/women/id07901,RealVideo-RealAudio/Asian (East)/women/id07901/00040.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id07901/00040.mp4,1,0,0,0,REAL,val
id03678__00078_id00018_sap_fjurhlc_id03668_wavtolip__190bc24405,id03678,id00018,id03668,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00078_id00018_sap-FjURHlc_id03668_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id03678,FakeVideo-FakeAudio/Caucasian (American)/men/id03678/00078_id00018_sap-FjURHlc_id03668_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id03678/00078_id00018_sap-FjURHlc_id03668_wavtolip.mp4,1,1,1,1,FAKE,train
id01972__00078__4711f706eb,id01972,-,-,real,A,RealVideo-RealAudio,African,men,00078.mp4,RealVideo-RealAudio/African/men/id01972,RealVideo-RealAudio/African/men/id01972/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.mp4,1,0,0,0,REAL,val
id02301__00092_id00829_amevvaubq2y_faceswap_id02508_wavtolip__bd88188a4d,id02301,id00829,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,African,women,00092_id00829_aMEvVaUBq2Y_faceswap_id02508_wavtolip.mp4,FakeVideo-FakeAudio/African/women/id02301,FakeVideo-FakeAudio/African/women/id02301/00092_id00829_aMEvVaUBq2Y_faceswap_id02508_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/women/id02301/00092_id00829_aMEvVaUBq2Y_faceswap_id02508_wavtolip.mp4,1,1,1,1,FAKE,train
id00192__00078__83a1715310,id00192,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00078.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00192,RealVideo-RealAudio/Caucasian (European)/men/id00192/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00192/00078.mp4,1,0,0,0,REAL,val
id04073__00021_id00529_xtx2geqn_dq__52dcf5f30b,id04073,id00529,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00021_id00529_xtx2GeQN-DQ.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id04073,FakeVideo-RealAudio/Caucasian (American)/men/id04073/00021_id00529_xtx2GeQN-DQ.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id04073/00021_id00529_xtx2GeQN-DQ.mp4,1,1,0,1,FAKE,train
id02071__00195__ce13456f45,id02071,-,-,real,A,RealVideo-RealAudio,African,women,00195.mp4,RealVideo-RealAudio/African/women/id02071,RealVideo-RealAudio/African/women/id02071/00195.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195.mp4,1,0,0,0,REAL,train
id06060__00219__344684ecbb,id06060,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00219.mp4,RealVideo-RealAudio/Asian (East)/women/id06060,RealVideo-RealAudio/Asian (East)/women/id06060/00219.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06060/00219.mp4,1,0,0,0,REAL,train
id02301__00092__b0224fd5cd,id02301,-,-,real,A,RealVideo-RealAudio,African,women,00092.mp4,RealVideo-RealAudio/African/women/id02301,RealVideo-RealAudio/African/women/id02301/00092.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.mp4,1,0,0,0,REAL,train
id00368__00078__da58301d69,id00368,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00078.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00368,RealVideo-RealAudio/Caucasian (European)/men/id00368/00078.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00368/00078.mp4,1,0,0,0,REAL,train
id00848__00028_id01225_wavtolip__876f85d447,id00848,id01225,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00028_id01225_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id00848,FakeVideo-FakeAudio/Caucasian (American)/women/id00848/00028_id01225_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id00848/00028_id01225_wavtolip.mp4,1,1,1,1,FAKE,val
id00548__00015_fake__d5816bd8e5,id00548,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (European),men,00015_fake.mp4,RealVideo-FakeAudio/Caucasian (European)/men/id00548,RealVideo-FakeAudio/Caucasian (European)/men/id00548/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (European)/men/id00548/00015_fake.mp4,1,0,1,1,FAKE,train
id03965__00051_id00740_wavtolip__f8e19471ef,id03965,id00740,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00051_id00740_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/men/id03965,FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id00740_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id00740_wavtolip.mp4,1,1,0,1,FAKE,train
id03815__00118_id03559_pgetxl1qbzm__9af7b9292b,id03815,id03559,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00118_id03559_pgetxl1qbzM.mp4,FakeVideo-RealAudio/Asian (South)/women/id03815,FakeVideo-RealAudio/Asian (South)/women/id03815/00118_id03559_pgetxl1qbzM.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id03815/00118_id03559_pgetxl1qbzM.mp4,1,1,0,1,FAKE,train
id00594__00005__3caa01b39a,id00594,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00005.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00594,RealVideo-RealAudio/Caucasian (European)/men/id00594/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00594/00005.mp4,1,0,0,0,REAL,train
id00806__00005__7f87f8985f,id00806,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00005.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00806,RealVideo-RealAudio/Caucasian (European)/women/id00806/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00806/00005.mp4,1,0,0,0,REAL,val
id00080__00281__6f97ef10ba,id00080,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00281.mp4,RealVideo-RealAudio/Asian (South)/women/id00080,RealVideo-RealAudio/Asian (South)/women/id00080/00281.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00080/00281.mp4,1,0,0,0,REAL,val
id06437__00028_id06438_vf3xbvgyqya_id07008_wavtolip__891703f3fe,id06437,id06438,id07008,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00028_id06438_vf3xBVgYqYA_id07008_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id06437,FakeVideo-FakeAudio/Asian (South)/women/id06437/00028_id06438_vf3xBVgYqYA_id07008_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id06437/00028_id06438_vf3xBVgYqYA_id07008_wavtolip.mp4,1,1,1,1,FAKE,val
id03889__00052__e1b5449c2f,id03889,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00052.mp4,RealVideo-RealAudio/Asian (East)/men/id03889,RealVideo-RealAudio/Asian (East)/men/id03889/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03889/00052.mp4,1,0,0,0,REAL,train
id03668__00143_id00243_owweixm3ozq__d5470451fb,id03668,id00243,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00143_id00243_oWwEIXM3oZQ.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id03668,FakeVideo-RealAudio/Caucasian (American)/men/id03668/00143_id00243_oWwEIXM3oZQ.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id03668/00143_id00243_oWwEIXM3oZQ.mp4,1,1,0,1,FAKE,train
id07163__00141__561e8d526f,id07163,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00141.mp4,RealVideo-RealAudio/Asian (South)/men/id07163,RealVideo-RealAudio/Asian (South)/men/id07163/00141.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07163/00141.mp4,1,0,0,0,REAL,train
id03649__00001_id00634_z5t9ojizdqg__687bc6267a,id03649,id00634,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00001_id00634_z5t9oJizDQg.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id03649,FakeVideo-RealAudio/Caucasian (European)/women/id03649/00001_id00634_z5t9oJizDQg.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id03649/00001_id00634_z5t9oJizDQg.mp4,1,1,0,1,FAKE,train
id04547__00052__6930f03469,id04547,-,-,real,A,RealVideo-RealAudio,African,women,00052.mp4,RealVideo-RealAudio/African/women/id04547,RealVideo-RealAudio/African/women/id04547/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052.mp4,1,0,0,0,REAL,train
id01783__00015__41413f4f57,id01783,-,-,real,A,RealVideo-RealAudio,African,women,00015.mp4,RealVideo-RealAudio/African/women/id01783,RealVideo-RealAudio/African/women/id01783/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.mp4,1,0,0,0,REAL,train
id00476__00109_id01779_wavtolip__b04f70a241,id00476,id01779,-,wav2lip,C,FakeVideo-RealAudio,African,men,00109_id01779_wavtolip.mp4,FakeVideo-RealAudio/African/men/id00476,FakeVideo-RealAudio/African/men/id00476/00109_id01779_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id00476/00109_id01779_wavtolip.mp4,1,1,0,1,FAKE,train
id00520__00187_id00183_z2dhzllpwuq__b4aa8952d5,id00520,id00183,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00187_id00183_z2DhZllPWUQ.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00520,FakeVideo-RealAudio/Caucasian (European)/men/id00520/00187_id00183_z2DhZllPWUQ.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00520/00187_id00183_z2DhZllPWUQ.mp4,1,1,0,1,FAKE,train
id00068__00004__75dcdd62ae,id00068,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00004.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00068,RealVideo-RealAudio/Caucasian (European)/women/id00068/00004.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00068/00004.mp4,1,0,0,0,REAL,train
id09116__00026_fake__8048608da7,id09116,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00026_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id09116,RealVideo-FakeAudio/Asian (East)/women/id09116/00026_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id09116/00026_fake.mp4,1,0,1,1,FAKE,train
id00763__00074__e9c43c2e44,id00763,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00074.mp4,RealVideo-RealAudio/Asian (East)/women/id00763,RealVideo-RealAudio/Asian (East)/women/id00763/00074.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00763/00074.mp4,1,0,0,0,REAL,train
id03656__00052_id00220_wavtolip__a88f49cd53,id03656,id00220,-,wav2lip,D,FakeVideo-FakeAudio,African,women,00052_id00220_wavtolip.mp4,FakeVideo-FakeAudio/African/women/id03656,FakeVideo-FakeAudio/African/women/id03656/00052_id00220_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/women/id03656/00052_id00220_wavtolip.mp4,1,1,1,1,FAKE,train
id00179__00143_id04073_kt7b07wfwym_id00087_wavtolip__1dc39c23ad,id00179,id04073,id00087,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00143_id04073_KT7B07WFWyM_id00087_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00179,FakeVideo-FakeAudio/Caucasian (American)/men/id00179/00143_id04073_KT7B07WFWyM_id00087_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00179/00143_id04073_KT7B07WFWyM_id00087_wavtolip.mp4,1,1,1,1,FAKE,train
id04727__00007_id01036_wavtolip__b0bdcb3068,id04727,id01036,-,wav2lip,D,FakeVideo-FakeAudio,African,men,00007_id01036_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id04727,FakeVideo-FakeAudio/African/men/id04727/00007_id01036_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id04727/00007_id01036_wavtolip.mp4,1,1,1,1,FAKE,train
id04561__00248_fake__7f1fc9a2ed,id04561,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00248_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id04561,RealVideo-FakeAudio/Asian (South)/men/id04561/00248_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id04561/00248_fake.mp4,1,0,1,1,FAKE,val
id00458__00072__7cb4a954a2,id00458,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00072.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00458,RealVideo-RealAudio/Caucasian (American)/women/id00458/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00458/00072.mp4,1,0,0,0,REAL,train
